customer_id,total_orders,total_items,total_spent,order_id,items,aperitifs,appetizers,entrees,desserts,total,customer_demographic_id,name,email,phone_number,address,city,state,zip_code,credit_card_number,credit_card_expires,credit_card_security_code,credit_card_provider
5892,3,17,1549.8700000000001,1117705b-49c6-4ecf-950f-ea3b48570706,4,Campari and Soda,Salad,Pizza,Creme Brulee,483.01,67d57d5c-5386-4d09-874c-da6a8f85d288,Jeffrey Ellis,kthompson@example.net,396-358-4948,244 William Wells,Gloriamouth,Alaska,19050,3556974060886080,04/29,621,VISA
5892,3,17,1549.8700000000001,39904578-91cd-4cfc-a1b5-a5524602ebab,5,Bellini,Crudites,Pizza,Cookies,949.82,67d57d5c-5386-4d09-874c-da6a8f85d288,Jeffrey Ellis,kthompson@example.net,396-358-4948,244 William Wells,Gloriamouth,Alaska,19050,3556974060886080,04/29,621,VISA
5892,3,17,1549.8700000000001,2a4d94df-8386-4ef4-9c68-d41134414d94,8,Bellini,Crudites,Steak,Ice Cream,117.04,67d57d5c-5386-4d09-874c-da6a8f85d288,Jeffrey Ellis,kthompson@example.net,396-358-4948,244 William Wells,Gloriamouth,Alaska,19050,3556974060886080,04/29,621,VISA
5893,1,9,871.63,1e3ca31b-4765-4e72-8f48-559424046871,9,Champagne,Crudites,Fish,Sorbet,871.63,11805ec8-5ec9-4534-9df7-7d3d0053a409,Melissa Davis,jason75@example.com,751-981-4318 ext: 573,876 Reed Parkway Suite 219,Charleschester,Vermont,93420,4062845261664,08/27,670,JCB
5901,1,5,190.89,275a2566-beee-4953-8c2f-ab08f73c6808,5,Campari and Soda,Smoked Salmon,Fish,Pie,190.89,c8ad29f1-7918-4483-a196-f85139962ba8,Tyler Thompson,thompsonjeffrey@example.com,415-219-6512 ext: 5658,393 Lawrence River,Port Stephen,Oklahoma,36796,501877581097,06/30,863,Maestro
5903,2,16,958.0999999999999,97aebe7c-9cc7-4d3e-915d-c7590eb6d997,10,Champagne,Smoked Salmon,Steak,Sorbet,505.03,8a83dbf4-8a27-4d62-9b0d-337b2e3935e0,Patricia Steele,cohennicholas@example.net,603-611-5923,2689 Chavez Glen Suite 303,North Geoffreyburgh,Illinois,51720,3541104628797060,01/27,362,JCB
5903,2,16,958.0999999999999,78a5b064-7417-4e03-892a-20809671f8b7,6,Vermouth,Oysters,Duck,Sorbet,453.07,8a83dbf4-8a27-4d62-9b0d-337b2e3935e0,Patricia Steele,cohennicholas@example.net,603-611-5923,2689 Chavez Glen Suite 303,North Geoffreyburgh,Illinois,51720,3541104628797060,01/27,362,JCB
5909,2,11,427.34,df051ced-2b9c-4a15-b977-cc3d9eb79ee7,8,Aperol Spritz,Oysters,Lobster,Chocolate,291.02,477d57cb-e92c-4370-9f0c-d939fe47a7ed,Michael Brewer,nmcdonald@example.org,476-219-6035 ext: 85165,5293 Gonzalez Islands Suite 786,North Mary,South Carolina,64765,3553126380829596,04/25,896,Diners Club / Carte Blanche
5909,2,11,427.34,f45d2b7f-c44d-4c27-b2e5-7660f96f5ef9,3,Aperol Spritz,Smoked Salmon,Lamb,Cookies,136.32,477d57cb-e92c-4370-9f0c-d939fe47a7ed,Michael Brewer,nmcdonald@example.org,476-219-6035 ext: 85165,5293 Gonzalez Islands Suite 786,North Mary,South Carolina,64765,3553126380829596,04/25,896,Diners Club / Carte Blanche
5919,1,8,603.55,991c2370-09a2-43c5-b159-3bba8c65c1ff,8,Port,Crudites,Pizza,Ice Cream,603.55,710bb5a0-f194-463e-b738-5391ef199c68,Chase Haynes,vcampos@example.org,580-379-3185 ext: 1576,178 Mcdowell Trail Apt. 438,West Crystal,Maine,34525,676306538163,01/27,631,American Express
5925,3,15,1180.53,38ea010a-afc1-4c6f-a9e8-6d2353081bb5,2,Port,Pate,Chicken,Pudding,242.31,ffcea516-bc47-4be4-8941-e1b3610aeeeb,Nicole Clayton,kaitlin26@example.net,206-684-4072 ext: 96223,2416 Mckenzie Street,Port Michelle,North Carolina,78237,4554749853600934,01/30,079,VISA
5925,3,15,1180.53,5bf81c01-4f80-4862-8789-a6bb70dceab2,8,Negroni,Escargot,Duck,Cookies,804.64,ffcea516-bc47-4be4-8941-e1b3610aeeeb,Nicole Clayton,kaitlin26@example.net,206-684-4072 ext: 96223,2416 Mckenzie Street,Port Michelle,North Carolina,78237,4554749853600934,01/30,079,VISA
5925,3,15,1180.53,bbaccbe2-417b-4b7b-beee-536dea1e3cc2,5,Port,Cheese Plate,Vegetarian,Pudding,133.58,ffcea516-bc47-4be4-8941-e1b3610aeeeb,Nicole Clayton,kaitlin26@example.net,206-684-4072 ext: 96223,2416 Mckenzie Street,Port Michelle,North Carolina,78237,4554749853600934,01/30,079,VISA
5927,1,3,122.3,82dff0f0-b746-4693-8c01-26bd9fe1ea6e,3,Kir Royale,Escargot,Fish,Pie,122.3,1ded4be2-27f2-4d01-adbb-265400e3b2bb,David Jackson,hsmith@example.org,789-630-8169,510 Hernandez Locks Suite 253,North Adrian,California,18734,4942795543962532,09/28,372,JCB
5929,1,1,373.77,a8fb31a7-e634-4a20-8b98-31dfdb218033,1,Bellini,Escargot,Fish,Cheesecake,373.77,0a8ec51f-9610-4854-820c-a7d5dc540f4b,Alexis Bauer,uwhite@example.net,256-673-0216 ext: 438,7756 Taylor Wall Apt. 747,East Sarah,Florida,11508,4597868413049,06/28,914,American Express
5930,1,1,215.17,aaf6698b-3630-4840-88bd-4a16940a189a,1,Port,Pate,Steak,Pie,215.17,930e5634-c7d9-46bf-9c93-496aab2a4648,Cheryl Peterson,troyandersen@example.org,880-265-1101 ext: 4620,9685 Jones Streets Suite 692,Martinezberg,Oregon,76781,6578472816049167,08/30,4211,VISA
5932,1,5,402.06,120f29d8-2d36-4232-917e-46a1d61a37e6,5,Americano,Escargot,Duck,Creme Brulee,402.06,26c65bd2-5769-4b10-9be2-e3f85c8cb124,Monica Hughes,josephpatterson@example.com,206-877-0307 ext: 4000,1798 Baker Roads Apt. 583,Calebview,West Virginia,72674,4882349287684738,12/30,616,JCB
5933,5,27,1748.55,be1bc283-4fb1-4bed-ab2f-a6e348dc075d,1,Campari and Soda,Escargot,Lobster,Ice Cream,669.25,8f667d22-58e8-49e8-a883-abc577e55fb6,Deanna Kennedy,juliansmith@example.org,753-950-8389,521 Traci Track,Danielmouth,Georgia,35840,4578688992573929,09/29,376,Discover
5933,5,27,1748.55,52109ccd-aae3-404d-a13b-e0260f94b54d,7,Campari and Soda,Charcuterie,Fish,Tiramisu,539.58,8f667d22-58e8-49e8-a883-abc577e55fb6,Deanna Kennedy,juliansmith@example.org,753-950-8389,521 Traci Track,Danielmouth,Georgia,35840,4578688992573929,09/29,376,Discover
5933,5,27,1748.55,c211060d-82f0-4b88-851d-12aaa292704c,6,Vermouth,Charcuterie,Lamb,Sorbet,255.71,8f667d22-58e8-49e8-a883-abc577e55fb6,Deanna Kennedy,juliansmith@example.org,753-950-8389,521 Traci Track,Danielmouth,Georgia,35840,4578688992573929,09/29,376,Discover
5933,5,27,1748.55,edf83523-d60f-4c71-94b7-ecd07cfdbc2a,3,Aperol Spritz,Salad,Burger,Pie,132.85,8f667d22-58e8-49e8-a883-abc577e55fb6,Deanna Kennedy,juliansmith@example.org,753-950-8389,521 Traci Track,Danielmouth,Georgia,35840,4578688992573929,09/29,376,Discover
5933,5,27,1748.55,a38b43a4-1baa-4510-9889-5320a51f9990,10,Kir Royale,Escargot,Steak,Chocolate,151.16,8f667d22-58e8-49e8-a883-abc577e55fb6,Deanna Kennedy,juliansmith@example.org,753-950-8389,521 Traci Track,Danielmouth,Georgia,35840,4578688992573929,09/29,376,Discover
5934,3,22,2001.1399999999999,1b03fd9c-c9b6-4ed8-9ef5-117e9b0480fd,8,Port,Salad,Pasta,Chocolate,870.59,9f56e358-b9f5-43c3-abd2-275cd5070f24,Thomas Jenkins,thomas18@example.com,761-222-9654 ext: 4905,142 Joseph Squares,Matthewfurt,Rhode Island,55880,060470114780,04/28,8586,JCB
5934,3,22,2001.1399999999999,08577378-8fb9-4fbd-a277-bfbc14ee2033,7,Vermouth,Caviar,Chicken,Pudding,147.02,9f56e358-b9f5-43c3-abd2-275cd5070f24,Thomas Jenkins,thomas18@example.com,761-222-9654 ext: 4905,142 Joseph Squares,Matthewfurt,Rhode Island,55880,060470114780,04/28,8586,JCB
5934,3,22,2001.1399999999999,e0406fdf-3412-4be2-bbbc-ba3dae79a3d2,7,Port,Foie Gras,Lobster,Cookies,983.53,9f56e358-b9f5-43c3-abd2-275cd5070f24,Thomas Jenkins,thomas18@example.com,761-222-9654 ext: 4905,142 Joseph Squares,Matthewfurt,Rhode Island,55880,060470114780,04/28,8586,JCB
5943,1,7,306.33,2f85562d-7194-461a-a4b2-92cad2f3b093,7,Vermouth,Oysters,Chicken,Pie,306.33,cf51ad6e-9b19-46a3-9b25-dfaa14185a18,Renee Briggs,tschaefer@example.com,636-870-1202,71219 Martin Ferry Apt. 230,New Gwendolyn,Wyoming,37395,38807846010456,10/25,380,VISA
5944,2,7,821.97,375148f8-d8bf-4bf1-b9af-894189ec8576,2,Champagne,Escargot,Pizza,Ice Cream,678.51,c8da8208-6c11-4824-a694-8027e101e92f,Patrick Ruiz,nicole56@example.org,552-529-5660 ext: 3635,554 Cody Landing Apt. 594,Jamesmouth,Michigan,78069,,,,
5944,2,7,821.97,06800363-bfa1-40f7-83ef-7df5ddfb873a,5,Vermouth,Soup,Pork,Ice Cream,143.46,c8da8208-6c11-4824-a694-8027e101e92f,Patrick Ruiz,nicole56@example.org,552-529-5660 ext: 3635,554 Cody Landing Apt. 594,Jamesmouth,Michigan,78069,,,,
5947,1,8,934.21,5820b051-e9af-4a9b-9d8e-673091487095,8,Aperol Spritz,Foie Gras,Burger,Tiramisu,934.21,1b4e1f0c-65aa-4422-ace7-599c95b5b358,Isabel Jones,bakerchristopher@example.org,610-224-6189,53799 Ariana Ways Apt. 145,Edwardchester,Connecticut,65678,6011893241244336,06/33,161,VISA
5951,5,23,2529.46,4d9ff489-ca6f-420f-b184-af6bc95dbf70,7,Campari and Soda,Charcuterie,Vegetarian,Sorbet,101.27,a88df9ae-18d2-4f19-83f4-ddb5aa821feb,Andrea Soto,danielle26@example.org,281-243-8600,7759 Brown Spring,North David,Florida,98548,4855632399699134289,08/31,258,JCB
5951,5,23,2529.46,b64fdf3e-d1f1-42be-a05b-523b3c929352,1,Champagne,Smoked Salmon,Fish,Pie,546.09,a88df9ae-18d2-4f19-83f4-ddb5aa821feb,Andrea Soto,danielle26@example.org,281-243-8600,7759 Brown Spring,North David,Florida,98548,4855632399699134289,08/31,258,JCB
5951,5,23,2529.46,817967e1-4602-473e-8bf9-31eb168f1dd4,3,Sherry,Cheese Plate,Lobster,Cobbler,400.61,a88df9ae-18d2-4f19-83f4-ddb5aa821feb,Andrea Soto,danielle26@example.org,281-243-8600,7759 Brown Spring,North David,Florida,98548,4855632399699134289,08/31,258,JCB
5951,5,23,2529.46,29c4d6cc-591d-4670-94f0-d18a015568f1,3,Sherry,Pate,Pork,Chocolate,570.95,a88df9ae-18d2-4f19-83f4-ddb5aa821feb,Andrea Soto,danielle26@example.org,281-243-8600,7759 Brown Spring,North David,Florida,98548,4855632399699134289,08/31,258,JCB
5951,5,23,2529.46,19f139a4-3e28-4cf9-b9e9-0c4a736c74aa,9,Kir,Caviar,Vegetarian,Tiramisu,910.54,a88df9ae-18d2-4f19-83f4-ddb5aa821feb,Andrea Soto,danielle26@example.org,281-243-8600,7759 Brown Spring,North David,Florida,98548,4855632399699134289,08/31,258,JCB
5953,4,22,1653.42,b26f2856-d8fa-426d-b503-02121597b813,9,Champagne,Charcuterie,Lobster,Pie,227.66,440da68c-86a8-4345-a5c2-96d5c024d191,Alicia Weber,jennifer91@example.org,207-927-2620,96795 Castillo Harbor,Kerryfurt,Arizona,90357,2450991863692589,04/26,6681,American Express
5953,4,22,1653.42,fae5252f-1467-45b8-8912-c787fc0ddc08,2,Vermouth,Foie Gras,Fish,Creme Brulee,244.95,440da68c-86a8-4345-a5c2-96d5c024d191,Alicia Weber,jennifer91@example.org,207-927-2620,96795 Castillo Harbor,Kerryfurt,Arizona,90357,2450991863692589,04/26,6681,American Express
5953,4,22,1653.42,9deb67bd-467c-462b-be49-feecff0bde14,6,Vermouth,Smoked Salmon,Steak,Chocolate,596.77,440da68c-86a8-4345-a5c2-96d5c024d191,Alicia Weber,jennifer91@example.org,207-927-2620,96795 Castillo Harbor,Kerryfurt,Arizona,90357,2450991863692589,04/26,6681,American Express
5953,4,22,1653.42,4a434ac8-902b-4520-93a8-b1258fd04bb5,5,Kir,Soup,Pizza,Pudding,584.04,440da68c-86a8-4345-a5c2-96d5c024d191,Alicia Weber,jennifer91@example.org,207-927-2620,96795 Castillo Harbor,Kerryfurt,Arizona,90357,2450991863692589,04/26,6681,American Express
5957,2,9,969.6800000000001,fa4ee481-a86b-4ffa-be6c-6b98925b66d0,8,Americano,Oysters,Vegetarian,Chocolate,273.93,9cd17142-fd94-43d2-b9cd-13c5f25e763d,Alex Fuller,xthomas@example.org,247-912-3481 ext: 8239,69632 Shannon Bypass,Walshtown,Wisconsin,05335,213178094869283,08/26,904,JCB
5957,2,9,969.6800000000001,9950eb60-d97c-4e9d-96e2-5085a8ff7fd9,1,Aperol Spritz,Crudites,Lobster,Sorbet,695.75,9cd17142-fd94-43d2-b9cd-13c5f25e763d,Alex Fuller,xthomas@example.org,247-912-3481 ext: 8239,69632 Shannon Bypass,Walshtown,Wisconsin,05335,213178094869283,08/26,904,JCB
5959,3,18,2795.66,15cc2de6-e978-4b5f-982c-087e4c851b6d,5,Kir,Smoked Salmon,Pizza,Chocolate Cake,900.32,72b5ed0e-a650-4a33-95cd-19825b7a7ee1,Gregory Green,davidholmes@example.org,693-645-0453 ext: 049,3018 Caitlyn Plains,Edwardburgh,California,78927,4195060588864,06/33,117,Mastercard
5959,3,18,2795.66,ddd606f3-1af8-4eac-9b9c-30ce32099f45,7,Kir,Foie Gras,Vegetarian,Pudding,948.73,72b5ed0e-a650-4a33-95cd-19825b7a7ee1,Gregory Green,davidholmes@example.org,693-645-0453 ext: 049,3018 Caitlyn Plains,Edwardburgh,California,78927,4195060588864,06/33,117,Mastercard
5959,3,18,2795.66,6e94b99a-9426-4942-b952-2d42fa2ce8cd,6,Bellini,Escargot,Vegetarian,Pie,946.61,72b5ed0e-a650-4a33-95cd-19825b7a7ee1,Gregory Green,davidholmes@example.org,693-645-0453 ext: 049,3018 Caitlyn Plains,Edwardburgh,California,78927,4195060588864,06/33,117,Mastercard
5960,1,7,882.61,b5be00d8-bba6-4a72-9d0f-9b831001f3cd,7,Campari and Soda,Foie Gras,Pasta,Cheesecake,882.61,ad22f101-a1a6-4fb4-a820-87a7eb832894,Matthew Brown,hlopez@example.net,745-343-2963 ext: 16556,8342 Joel Drives,West Yvette,New York,29116,501856777807,08/29,3673,VISA
5962,3,18,866.4,da5c7d58-cc24-4545-a35d-3f0c524934a4,8,Campari and Soda,Oysters,Steak,Chocolate Cake,298.01,1b274da3-7190-4c50-997f-435878a9736f,Miguel Buchanan,christopher31@example.net,444-659-1187,5259 Cindy Mall Apt. 989,Greermouth,Idaho,24387,,,,
5962,3,18,866.4,8fb0be3c-ff38-49cd-bead-730b996937c8,3,Kir Royale,Salad,Pizza,Chocolate Cake,199.34,1b274da3-7190-4c50-997f-435878a9736f,Miguel Buchanan,christopher31@example.net,444-659-1187,5259 Cindy Mall Apt. 989,Greermouth,Idaho,24387,,,,
5962,3,18,866.4,c35d9f7c-68d8-47aa-a077-30f24a37ef39,7,Campari and Soda,Caviar,Duck,Chocolate,369.05,1b274da3-7190-4c50-997f-435878a9736f,Miguel Buchanan,christopher31@example.net,444-659-1187,5259 Cindy Mall Apt. 989,Greermouth,Idaho,24387,,,,
5963,1,3,467.88,0a3a1635-50c0-4149-a1ed-0f7e5a8f2da0,3,Bellini,Cheese Plate,Lobster,Chocolate Cake,467.88,3d3cc7f8-5608-4bd8-903c-ec287d88e776,Kyle Ross,markhopkins@example.org,317-217-0128,783 Norton Knoll,Hoodview,Kansas,04812,3523455606533659,10/31,378,VISA
5965,1,3,553.39,b5fa33fa-2c29-455c-b86f-52758cced89b,3,Champagne,Charcuterie,Lobster,Cheesecake,553.39,0e5e70fa-4807-4f8f-981d-3b0c24b80248,Kristin Cooke,johnsmith@example.org,768-953-8104 ext: 9958,811 Parsons Station Suite 389,Robertsberg,Vermont,14313,379171049049739,03/25,469,American Express
5966,1,10,204.19,72aeed28-ac9b-4921-8463-e57cefdd9a47,10,Negroni,Cheese Plate,Steak,Creme Brulee,204.19,86280613-713a-4707-a927-58c49d50d499,Maria Zimmerman,gcharles@example.net,292-642-8017 ext: 25894,840 Matthew Square,Mcdonaldshire,Colorado,27651,,,,
5967,1,6,898.66,71173416-bac8-4386-a286-b15349b386b0,6,Bellini,Escargot,Lamb,Creme Brulee,898.66,1317f515-5620-4f09-8e16-77fb2ecca5f7,Jared Harris,hernandezgary@example.com,914-969-0374 ext: 5801,765 Castillo Dale,Hannahtown,Nevada,99881,3543040427753003,06/29,712,JCB
5968,1,1,795.2,5ae51c30-f3c3-432d-8985-2f6d1a7ad803,1,Bellini,Soup,Pizza,Pudding,795.2,33d33755-39f1-46c2-aac0-be5bc0281150,Robert Smith,jcisneros@example.org,250-922-9180,54503 Armstrong Rapid Apt. 401,Peterburgh,Arizona,24693,3553741168540866,05/24,949,JCB
5976,3,15,792.21,72f6e207-37ad-40e5-b212-87b947486aa9,4,Sherry,Foie Gras,Duck,Cobbler,160.77,708a2669-86e3-49ad-94c4-243d0be17022,Christopher Weaver,francisco53@example.com,655-853-9680 ext: 4192,728 Robert Path Apt. 691,Loriberg,Alabama,79656,30385591062483,04/30,226,VISA
5976,3,15,792.21,dcd27823-5887-4c14-a6ea-92564a6f9f90,4,Kir,Foie Gras,Fish,Ice Cream,341.83,708a2669-86e3-49ad-94c4-243d0be17022,Christopher Weaver,francisco53@example.com,655-853-9680 ext: 4192,728 Robert Path Apt. 691,Loriberg,Alabama,79656,30385591062483,04/30,226,VISA
5976,3,15,792.21,9e69b0f5-e130-43c3-b080-ed97c36c63f3,7,Champagne,Smoked Salmon,Vegetarian,Tiramisu,289.61,708a2669-86e3-49ad-94c4-243d0be17022,Christopher Weaver,francisco53@example.com,655-853-9680 ext: 4192,728 Robert Path Apt. 691,Loriberg,Alabama,79656,30385591062483,04/30,226,VISA
5977,2,11,777.39,065566b8-121f-48a5-97b7-caf909ae7231,4,Kir,Cheese Plate,Pork,Cookies,637.5,71508611-ac8b-4581-a478-fbbec4dfec2e,Ryan Smith,ygreen@example.net,900-305-0568 ext: 30474,402 Bates Crescent,Timothyshire,Maine,90111,2720783752597019,09/28,0314,VISA
5977,2,11,777.39,b6a441b4-82b6-4eae-9d92-c2fc2b74e971,7,Negroni,Caviar,Pizza,Ice Cream,139.89,71508611-ac8b-4581-a478-fbbec4dfec2e,Ryan Smith,ygreen@example.net,900-305-0568 ext: 30474,402 Bates Crescent,Timothyshire,Maine,90111,2720783752597019,09/28,0314,VISA
5981,2,11,1490.8600000000001,b38544d6-9b7e-4bf4-948a-7fd56cd8420d,8,Kir Royale,Crudites,Pizza,Cobbler,857.62,14773d35-f129-42a1-ac55-63670d03e2b1,Jessica Hobbs,thompsoncharles@example.org,211-309-8177 ext: 204,58422 Johnson Ford,New Kevin,Montana,57437,4022472121089491,06/32,038,Maestro
5981,2,11,1490.8600000000001,710387ff-38f5-49a3-bff5-10bd1429b401,3,Sherry,Foie Gras,Vegetarian,Cheesecake,633.24,14773d35-f129-42a1-ac55-63670d03e2b1,Jessica Hobbs,thompsoncharles@example.org,211-309-8177 ext: 204,58422 Johnson Ford,New Kevin,Montana,57437,4022472121089491,06/32,038,Maestro
5983,5,17,3071.6,fc7b01ea-721e-496c-a98a-a7e06bf90bfd,4,Port,Pate,Pork,Ice Cream,451.25,61abea36-59c3-421d-96a0-440e9648a46d,Tara Williams,cheryl74@example.net,733-239-6190 ext: 207,1295 Robert Inlet,Weaverborough,Virginia,18985,3512373014371518,09/24,5799,Mastercard
5983,5,17,3071.6,056f79de-1cf6-4c8f-a44b-a30971aed468,7,Vermouth,Crudites,Lamb,Chocolate,120.5,61abea36-59c3-421d-96a0-440e9648a46d,Tara Williams,cheryl74@example.net,733-239-6190 ext: 207,1295 Robert Inlet,Weaverborough,Virginia,18985,3512373014371518,09/24,5799,Mastercard
5983,5,17,3071.6,5a4155eb-dcba-47f8-9a1d-cf99567c8cd5,2,Negroni,Foie Gras,Pork,Chocolate,802.01,61abea36-59c3-421d-96a0-440e9648a46d,Tara Williams,cheryl74@example.net,733-239-6190 ext: 207,1295 Robert Inlet,Weaverborough,Virginia,18985,3512373014371518,09/24,5799,Mastercard
5983,5,17,3071.6,c8609ee3-2a4d-475b-9ecf-32be653dc305,2,Campari and Soda,Foie Gras,Steak,Pie,944.3,61abea36-59c3-421d-96a0-440e9648a46d,Tara Williams,cheryl74@example.net,733-239-6190 ext: 207,1295 Robert Inlet,Weaverborough,Virginia,18985,3512373014371518,09/24,5799,Mastercard
5983,5,17,3071.6,de7dd48e-7d59-4df1-a73e-0bf007c92819,2,Kir Royale,Foie Gras,Chicken,Cobbler,753.54,61abea36-59c3-421d-96a0-440e9648a46d,Tara Williams,cheryl74@example.net,733-239-6190 ext: 207,1295 Robert Inlet,Weaverborough,Virginia,18985,3512373014371518,09/24,5799,Mastercard
5988,2,9,1347.8000000000002,7e08e12e-1f0b-4751-9aa3-72a57d496f7a,2,Kir Royale,Oysters,Chicken,Pie,652.58,e9d114d3-548a-412b-8e73-3737e1307b8c,Dana Jackson,rstephens@example.net,205-753-2436 ext: 9103,074 Julie Spring Apt. 662,New Cherylview,North Dakota,52215,3571046314439684,12/26,108,VISA
5988,2,9,1347.8000000000002,5f988c79-b0c3-4b5e-b886-448a49929354,7,Bellini,Foie Gras,Pork,Chocolate,695.22,e9d114d3-548a-412b-8e73-3737e1307b8c,Dana Jackson,rstephens@example.net,205-753-2436 ext: 9103,074 Julie Spring Apt. 662,New Cherylview,North Dakota,52215,3571046314439684,12/26,108,VISA
5989,1,5,582.96,abcf3322-e08a-4138-92d5-0cf5fb4a1a95,5,Bellini,Caviar,Pork,Cheesecake,582.96,12ef99cc-4edd-4fef-ac91-3a31a127d32b,Christy Berg,jason59@example.org,846-533-9038,9481 Nichols Route,Ethanhaven,Washington,68963,6011546882826569,08/25,158,VISA
5991,4,22,2073.46,fe955e39-f212-4341-9363-22da33f83d90,3,Campari and Soda,Escargot,Burger,Cobbler,922.31,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
5991,4,22,2073.46,363bd390-ec69-45d7-b6da-a8d3d6804083,6,Bellini,Pate,Burger,Pudding,163.32,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
5991,4,22,2073.46,31bae6cd-3481-4192-aaed-75044117ff21,5,Champagne,Escargot,Duck,Tiramisu,210.84,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
5991,4,22,2073.46,d9177e3f-de4a-4355-b26d-4340244bd321,8,Campari and Soda,Foie Gras,Duck,Cobbler,776.99,b77239e9-87f1-48eb-b7dd-bf891ce77d6b,Amanda Wells,lspencer@example.org,791-202-4624 ext: 640,84841 Jackson Mount Suite 835,Kathymouth,Idaho,16048,3512967354196474,06/26,019,Discover
5992,1,9,836.45,4a26cf4f-397e-4a04-ad25-b5b74f16b2e5,9,Port,Smoked Salmon,Pork,Sorbet,836.45,8d73c288-393c-4fc2-b583-ad7ccb822e32,Vanessa Davis,john91@example.org,959-313-7827,2176 Price Roads,East Andrewmouth,Nebraska,45525,2229348425042078,11/32,0569,Maestro
5993,3,23,1283.0900000000001,b178d453-6d3f-41d1-a6a5-b1f36f16bb3b,6,Aperol Spritz,Salad,Steak,Cheesecake,181.24,36166cb7-7fc3-44be-9fc5-a59814a6b403,Tiffany Elliott,donnafowler@example.com,827-606-6892 ext: 33422,45208 Vanessa Divide Suite 024,Port Sheriville,North Carolina,61120,3565580824447819,06/30,153,VISA
5993,3,23,1283.0900000000001,ec88ee1f-ca48-4372-b984-2f5ec3dadbd7,9,Campari and Soda,Charcuterie,Chicken,Chocolate,613.33,36166cb7-7fc3-44be-9fc5-a59814a6b403,Tiffany Elliott,donnafowler@example.com,827-606-6892 ext: 33422,45208 Vanessa Divide Suite 024,Port Sheriville,North Carolina,61120,3565580824447819,06/30,153,VISA
5993,3,23,1283.0900000000001,5d0477bb-22b4-4e1d-abad-7f8bc7f9ff97,8,Sherry,Salad,Lobster,Cheesecake,488.52,36166cb7-7fc3-44be-9fc5-a59814a6b403,Tiffany Elliott,donnafowler@example.com,827-606-6892 ext: 33422,45208 Vanessa Divide Suite 024,Port Sheriville,North Carolina,61120,3565580824447819,06/30,153,VISA
5995,1,10,700.43,c332f2dd-76b4-4b6e-9eb6-79d3236ed565,10,Kir,Charcuterie,Fish,Cookies,700.43,a5752f7f-e858-495a-b518-c47aca0dd05b,Brittany Sanchez,lambjay@example.net,472-660-1450 ext: 8207,636 Mathews Stream Suite 493,Howardfurt,North Carolina,25284,213178049981886,05/24,771,JCB
5997,1,10,525.54,00ce2d1f-0225-43ba-89f4-46b184fed642,10,Americano,Crudites,Pizza,Ice Cream,525.54,51e07f11-ebc7-4d8c-abc3-4761d6a1f849,Jerry Spencer,youngjessica@example.com,507-952-5675,58601 Smith Orchard,North Deanna,New Hampshire,78278,343312840784057,05/28,116,Diners Club / Carte Blanche
5998,1,5,295.56,086d6b91-e3f4-4469-9c30-20871560235d,5,Port,Caviar,Pork,Sorbet,295.56,9d7dd821-5762-4175-a089-0ecac5e8c391,Ethan Contreras,loriterry@example.net,740-919-6169,7469 Randall Pine,Port Deanfurt,New Jersey,03152,4442983261751,03/29,366,JCB
5999,2,14,711.45,9d8a2272-d452-4e0b-8fd3-3ee731a1bb02,7,Bellini,Cheese Plate,Chicken,Sorbet,286.25,5642be1d-aa24-4763-b3c3-3fedfa6e24f9,Kathleen Harris,kevinaustin@example.org,963-936-4979 ext: 69291,6305 Michael Summit,South Jermaineside,Florida,10491,3528552695231305,04/25,705,VISA
5999,2,14,711.45,6f4400c1-a45a-4043-8af8-cf176b13026a,7,Vermouth,Smoked Salmon,Duck,Cheesecake,425.2,5642be1d-aa24-4763-b3c3-3fedfa6e24f9,Kathleen Harris,kevinaustin@example.org,963-936-4979 ext: 69291,6305 Michael Summit,South Jermaineside,Florida,10491,3528552695231305,04/25,705,VISA
6002,1,2,922.71,17517735-fc23-493a-8007-408bf90964a3,2,Champagne,Pate,Pizza,Pudding,922.71,cb3f46e2-806c-4847-bcd0-80819a929305,Sydney Green,davisdebbie@example.org,865-998-4393 ext: 26145,45331 Thomas Street,East Mercedesshire,Alaska,75527,2271560071657879,10/33,508,American Express
6005,2,17,676.4,b5a90bd1-0c92-4527-872f-fa3e214d8371,8,Vermouth,Oysters,Vegetarian,Pie,415.27,35c15faf-cd3a-4eb5-b18e-5948a95801f0,Peter Kelley,andrewklein@example.com,339-618-8082,5159 Novak Fort,South Carmen,North Carolina,50419,4746693439196489,05/27,093,American Express
