customer_id,total_orders,total_items,total_spent,order_id,items,aperitifs,appetizers,entrees,desserts,total,address,city,credit_card_expires,credit_card_number,credit_card_provider,credit_card_security_code,customer_demographics_id,email,name,phone_number,state,zip_code
5478,1,10,232.43,d88a3bcf-363b-4399-bb28-cd1a46db7f7a,10,Kir,Soup,Pizza,Chocolate,232.43,8089 Robert Square,Ashleystad,10/32,4415794178959804,VISA 16 digit,488,87ed4d16-38ad-42aa-b06c-cc86917ec5f8,wdavis@example.org,Jeffrey Hughes,970-914-5470,Ohio,53789
5479,1,10,823.7,7b1d3208-9615-4327-b804-ddadb25b0c04,10,Negroni,Soup,Steak,Sorbet,823.7,44549 Ramos Burg,East Davidborough,02/31,676161186066,VISA 16 digit,852,4585fc42-2729-4f95-b391-6379cd2fb67c,mccallmelinda@example.com,Catherine Smith,,Florida,79350
5480,1,5,975.18,810de3ec-d168-42dc-83cc-9d442ac6a5f0,5,Aperol Spritz,Foie Gras,Burger,Chocolate,975.18,3568 Anthony Crossroad Suite 037,Mcclainberg,12/29,3521966843893989,VISA 16 digit,546,a489dbfc-a889-45c3-89c3-6c5808d36ad2,robert04@example.com,Amanda Brown,269-726-4149 ext: 907,Colorado,03053
5482,2,14,870.98,cef978be-580f-4007-a8cd-59d4387f0dcc,10,Aperol Spritz,Crudites,Pork,Cobbler,332.15,182 Melvin Light,Lake John,05/25,370756207472233,VISA 16 digit,9469,3c572410-bbea-4e1e-93b0-f8034f872dcb,david96@example.net,Sarah Griffin,404-913-7992 ext: 5184,Louisiana,01733
5482,2,14,870.98,af006255-0070-4359-a6f9-75abf07f85c5,4,Aperol Spritz,Smoked Salmon,Vegetarian,Cookies,538.83,182 Melvin Light,Lake John,05/25,370756207472233,VISA 16 digit,9469,3c572410-bbea-4e1e-93b0-f8034f872dcb,david96@example.net,Sarah Griffin,404-913-7992 ext: 5184,Louisiana,01733
5486,1,10,314.77,4e100ce6-65b6-4080-9702-7a7de81dbb80,10,Champagne,Smoked Salmon,Chicken,Cookies,314.77,494 Becker Throughway,Port Kayla,11/28,3584470965132395,VISA 13 digit,435,e5c555a9-ae92-44bf-989e-5bb627e95d34,torresjean@example.net,Holly Harvey,,New Mexico,80180
5488,2,8,744.0999999999999,fd073653-3634-44ff-971a-0c5d7350515a,5,Kir Royale,Charcuterie,Lobster,Chocolate,138.56,8070 Donna Corner,Kaneport,03/32,180011981304867,VISA 19 digit,859,84dd6fa7-e709-497b-9fb8-5eae79590e0b,sberger@example.com,Richard Stark,709-679-7163 ext: 376,North Carolina,80756
5488,2,8,744.0999999999999,c91f5600-0b87-4a1c-9004-9ab8aad7b7f9,3,Bellini,Foie Gras,Vegetarian,Sorbet,605.54,8070 Donna Corner,Kaneport,03/32,180011981304867,VISA 19 digit,859,84dd6fa7-e709-497b-9fb8-5eae79590e0b,sberger@example.com,Richard Stark,709-679-7163 ext: 376,North Carolina,80756
5489,1,8,560.81,1637d4e2-1555-4072-9472-ad9941e5c0dd,8,Americano,Oysters,Fish,Pie,560.81,298 Fox Gateway Suite 901,South Willie,10/31,3574257731794851,VISA 19 digit,150,c705544e-1826-400e-8822-6a2bacb815ea,raymondsims@example.org,Kimberly Graham,721-529-1033,Georgia,23849
5490,1,4,320.26,c3f2e650-b05f-435c-85c0-97aa93f0ce1c,4,Kir,Pate,Burger,Sorbet,320.26,500 Mills Mount,West Marc,09/28,180008749667452,VISA 16 digit,059,53530d7c-20c0-47b3-8451-cf07270367bd,richardjimenez@example.com,Kevin Williams MD,,Rhode Island,45717
5492,1,2,310.7,5979bdfc-61d2-418b-b1ae-92c27c9e3c2b,2,Kir Royale,Foie Gras,Lamb,Cookies,310.7,223 White Road Suite 315,South Heather,12/30,6539944281731493,VISA 13 digit,210,96bce763-858f-4b26-90a0-659b01c12a16,oroberson@example.net,Aaron Bates,539-893-2441 ext: 831,Pennsylvania,84049
5493,3,13,1529.81,b54756df-5fe9-4615-a83d-aa2de5e1858e,2,Aperol Spritz,Caviar,Duck,Cookies,838.49,744 Lee Rapid Suite 488,Tuckerview,01/26,2470444703518321,JCB 15 digit,008,11dffc33-cf48-42dc-8cc4-f3a764fb00e4,samantha46@example.com,John King,872-347-3359 ext: 711,New Hampshire,24646
5493,3,13,1529.81,94aa07ce-7122-48c8-98ec-8c70a94f69df,10,Kir,Cheese Plate,Steak,Cookies,313.08,744 Lee Rapid Suite 488,Tuckerview,01/26,2470444703518321,JCB 15 digit,008,11dffc33-cf48-42dc-8cc4-f3a764fb00e4,samantha46@example.com,John King,872-347-3359 ext: 711,New Hampshire,24646
5493,3,13,1529.81,4ce19d29-6748-4c4b-9e19-e2042007918b,1,Campari and Soda,Crudites,Lamb,Cookies,378.24,744 Lee Rapid Suite 488,Tuckerview,01/26,2470444703518321,JCB 15 digit,008,11dffc33-cf48-42dc-8cc4-f3a764fb00e4,samantha46@example.com,John King,872-347-3359 ext: 711,New Hampshire,24646
5494,1,7,464.72,f057981f-0eaa-4991-be0d-8322f72ed356,7,Vermouth,Smoked Salmon,Steak,Cobbler,464.72,8411 Sandra Island,Perezville,05/26,348488583393291,JCB 16 digit,765,c837dfd4-c921-4a13-90f9-2f54e4d9b1bc,andrew10@example.com,Tracy Johnson,378-446-6929 ext: 1091,New York,83750
5496,2,10,620.1700000000001,846aa613-8280-4fa1-9d7d-139404f428ba,1,Negroni,Escargot,Lobster,Cobbler,414.35,42182 Macdonald Avenue,West Yolanda,02/26,6011875156202417,Diners Club / Carte Blanche,091,97d2ff4d-f1d3-4816-b149-52af75c22512,,Barbara Ramirez,438-346-6934,Arkansas,91174
5496,2,10,620.1700000000001,1a911698-47c8-4a00-9406-b18de7b61086,9,Kir,Crudites,Lobster,Ice Cream,205.82,42182 Macdonald Avenue,West Yolanda,02/26,6011875156202417,Diners Club / Carte Blanche,091,97d2ff4d-f1d3-4816-b149-52af75c22512,,Barbara Ramirez,438-346-6934,Arkansas,91174
5497,2,10,1631.31,ad48c238-ed11-4372-8716-2372710aacf1,3,Kir Royale,Caviar,Pasta,Chocolate,841.61,331 Mitchell Club,West Kevin,07/33,376929030276246,VISA 16 digit,577,e6aa5060-4bdb-4312-9a03-e2e87b8ab208,loretta27@example.net,Kristen Johnson,269-384-9461 ext: 146,Alaska,54480
5497,2,10,1631.31,75cf73f5-6076-4940-b616-7e7e873aceca,7,Kir Royale,Foie Gras,Vegetarian,Chocolate,789.7,331 Mitchell Club,West Kevin,07/33,376929030276246,VISA 16 digit,577,e6aa5060-4bdb-4312-9a03-e2e87b8ab208,loretta27@example.net,Kristen Johnson,269-384-9461 ext: 146,Alaska,54480
5498,1,7,218.97,0bca1dcb-9947-499c-a139-c8c15930d2f7,7,Americano,Escargot,Pizza,Creme Brulee,218.97,2144 Wong Hollow,Daniellechester,06/29,4249829961125460015,Maestro,912,42fd4b83-1bfc-496d-b272-4d55201373a0,davidmoore@example.net,Monique Wells,793-429-2276,Idaho,72605
5502,1,8,992.58,8a349c0c-130d-408c-a384-dbb6e08a4dcf,8,Americano,Foie Gras,Pork,Cobbler,992.58,,,01/24,213142534685444,Mastercard,481,563c0ff7-748d-4369-b166-8de5d8c7becb,chavezerica@example.com,Samuel Wells,,,
5503,1,3,861.33,e0a2be82-2dbe-4d0b-8ef9-049568155c52,3,Sherry,Escargot,Burger,Cheesecake,861.33,,,07/30,213169882925445,Discover,7158,5dfd59aa-ef8f-4f23-b6e2-0ed67302625e,debrawagner@example.org,Kelly Maynard,795-595-3576,,
5504,1,2,576.26,b114f5ff-feed-4d5f-bb87-652dd3f6498a,2,Vermouth,Oysters,Vegetarian,Chocolate Cake,576.26,4780 Wilson Island,New Kimberly,04/33,6532010361365391,JCB 15 digit,101,3033f128-a54c-455f-a51f-5e35072a9437,jgarrett@example.org,Micheal Mullins,,New Jersey,47579
5505,3,11,2007.15,8facd722-4a9b-47b3-a257-13b116126822,2,Kir,Foie Gras,Burger,Creme Brulee,904.96,959 Robert Groves,Hernandezton,06/30,2526782020220475,VISA 16 digit,893,56da4332-d1e1-497e-85f1-3aee4de3de28,mitchellrobert@example.net,Shannon Norris,731-732-2589 ext: 64715,Tennessee,28871
5505,3,11,2007.15,5179aa88-2ec7-47e8-9560-58359bbf0cca,8,Bellini,Salad,Pizza,Cobbler,394.37,959 Robert Groves,Hernandezton,06/30,2526782020220475,VISA 16 digit,893,56da4332-d1e1-497e-85f1-3aee4de3de28,mitchellrobert@example.net,Shannon Norris,731-732-2589 ext: 64715,Tennessee,28871
5505,3,11,2007.15,eacad9cc-920e-40ff-abbd-1df60d34bb20,1,Americano,Oysters,Lobster,Pudding,707.82,959 Robert Groves,Hernandezton,06/30,2526782020220475,VISA 16 digit,893,56da4332-d1e1-497e-85f1-3aee4de3de28,mitchellrobert@example.net,Shannon Norris,731-732-2589 ext: 64715,Tennessee,28871
5507,1,5,314.08,e42d62ed-1c2e-4b6e-a522-a5a8eeec165d,5,Sherry,Caviar,Steak,Tiramisu,314.08,5060 Peters Light Suite 904,Dennishaven,02/32,2252940045124573,Mastercard,098,0e5caff4-1038-4f2f-b336-f7807e24e715,monicafuller@example.net,Scott Henderson,267-833-3195,Vermont,26524
5511,1,1,744.24,07c67c81-31d4-4c67-a966-2d7ae7d582a0,1,Americano,Pate,Lobster,Cookies,744.24,270 Craig Village Apt. 714,New Sherry,04/30,213184639385157,Diners Club / Carte Blanche,609,5d2ab01c-cce4-43cb-90ef-e5e9694a645d,ohudson@example.com,Timothy Jones,977-893-5145,Louisiana,48610
5512,1,5,677.28,285e42af-b368-483b-a3c9-286b59d79c4f,5,Kir Royale,Escargot,Pork,Cheesecake,677.28,43896 Atkinson Way,Port Alyssa,03/29,30490702368165,Maestro,171,0be6ed9a-62db-4bd6-8f4e-a197b0909314,,Thomas Caldwell,520-571-8199 ext: 123,Alabama,61375
5514,1,5,227.04,111c096f-d962-4fbf-ba41-c0f2fe444fe5,5,Vermouth,Crudites,Pork,Sorbet,227.04,919 Paul Spurs,New Jamesfort,,,,,484fbebe-e3d3-49a8-9cae-19ef266ce1c3,eatoncarmen@example.net,David Cooper,,New York,01173
5515,1,8,133.17,b007c263-dd06-4a36-9c4e-b83ffa9d28a5,8,Bellini,Smoked Salmon,Pizza,Ice Cream,133.17,95317 White Underpass,New Courtney,02/28,4042532048669260972,VISA 19 digit,552,8cbd3d6d-8405-428d-b0bb-3d1251b47b22,vharris@example.net,Michael Cobb,828-376-2221,Montana,15860
5519,1,7,462.86,b7872814-e291-4e3b-bc1a-befe73be97e0,7,Sherry,Smoked Salmon,Pizza,Creme Brulee,462.86,9671 Andrew Shoal,Dannystad,04/33,2567400068082596,VISA 16 digit,081,1a604d34-e4ef-436c-80e8-a8b0b8fed37f,,Chelsea Taylor,834-348-5299,Texas,57187
5520,1,9,628.78,b0d1457b-5a4b-4b67-a233-2b26dffb67a3,9,Champagne,Crudites,Steak,Tiramisu,628.78,0970 Snyder Spring Suite 929,Perrystad,04/29,3501030501377480,VISA 16 digit,050,7f9432a9-e5d5-4c83-b61a-2f4ffce67c85,manuel92@example.org,Robert Miller,365-665-5721 ext: 4743,Montana,04673
5521,3,24,1888.6,1ebac9c7-3c18-48ed-9185-09f664b1424d,10,Port,Escargot,Lamb,Sorbet,741.1,7881 Erin Bridge,North Brandon,06/27,3587577495260327,VISA 19 digit,564,ec188153-f243-4ce6-ac33-20bfb8fe2f39,iscott@example.org,Gina Fox,,Arizona,96264
5521,3,24,1888.6,2c557dd4-9ca6-4a79-98b6-cded897fdf7a,6,Americano,Escargot,Vegetarian,Pudding,437.09,7881 Erin Bridge,North Brandon,06/27,3587577495260327,VISA 19 digit,564,ec188153-f243-4ce6-ac33-20bfb8fe2f39,iscott@example.org,Gina Fox,,Arizona,96264
5521,3,24,1888.6,4c7652a3-1b27-4f9b-b33d-28e0d462cc0d,8,Kir,Caviar,Burger,Ice Cream,710.41,7881 Erin Bridge,North Brandon,06/27,3587577495260327,VISA 19 digit,564,ec188153-f243-4ce6-ac33-20bfb8fe2f39,iscott@example.org,Gina Fox,,Arizona,96264
5522,2,8,1701.73,d35f83e2-2950-4c74-bbaa-46812bbd040b,1,Americano,Soup,Chicken,Cookies,827.76,63679 Jason Terrace Apt. 269,New Kimberlyton,11/33,4572686369194,JCB 16 digit,124,4d0ea551-9f92-4e39-92f1-b53aea1f8411,qhudson@example.com,Joann Perry,,Connecticut,49337
5522,2,8,1701.73,5aa35567-c0ef-4189-8901-5053e04d5ebb,7,Americano,Crudites,Lobster,Pudding,873.97,63679 Jason Terrace Apt. 269,New Kimberlyton,11/33,4572686369194,JCB 16 digit,124,4d0ea551-9f92-4e39-92f1-b53aea1f8411,qhudson@example.com,Joann Perry,,Connecticut,49337
5523,3,17,1124.36,192a0da2-5b5b-4d81-9716-d8b906b33420,4,Port,Charcuterie,Pork,Chocolate Cake,270.13,0603 Hart Valley,Dudleyland,04/26,6514912033905805,American Express,010,55b51555-7eb1-48cf-b19b-6f322342b7df,,Brandy Mora,466-609-5176 ext: 49839,Georgia,80592
5523,3,17,1124.36,b0f9df24-cc66-48ba-81c4-28cda423ef0a,3,Negroni,Pate,Vegetarian,Cookies,544.28,0603 Hart Valley,Dudleyland,04/26,6514912033905805,American Express,010,55b51555-7eb1-48cf-b19b-6f322342b7df,,Brandy Mora,466-609-5176 ext: 49839,Georgia,80592
5523,3,17,1124.36,fbb07b51-c092-4dac-9d18-e9d49c63bd15,10,Vermouth,Salad,Burger,Cheesecake,309.95,0603 Hart Valley,Dudleyland,04/26,6514912033905805,American Express,010,55b51555-7eb1-48cf-b19b-6f322342b7df,,Brandy Mora,466-609-5176 ext: 49839,Georgia,80592
5525,3,14,1852.79,23489b19-2dc4-4227-bde5-d4556be47bae,3,Campari and Soda,Salad,Steak,Ice Cream,602.52,,,09/28,576291420916,VISA 19 digit,756,2a1861b6-f8d7-4396-9af4-cacc22a3ca77,gerald24@example.com,Deborah Jackson,757-294-0756 ext: 485,,
5525,3,14,1852.79,764095aa-9b9d-4b04-bf75-a4cafdbdcfea,3,Port,Charcuterie,Vegetarian,Tiramisu,471.06,,,09/28,576291420916,VISA 19 digit,756,2a1861b6-f8d7-4396-9af4-cacc22a3ca77,gerald24@example.com,Deborah Jackson,757-294-0756 ext: 485,,
5525,3,14,1852.79,423ae9d3-2ba2-4077-b761-09f7270c0698,8,Sherry,Cheese Plate,Lobster,Tiramisu,779.21,,,09/28,576291420916,VISA 19 digit,756,2a1861b6-f8d7-4396-9af4-cacc22a3ca77,gerald24@example.com,Deborah Jackson,757-294-0756 ext: 485,,
5526,1,1,702.51,abf17f23-0b8d-4c2a-a731-b48c594eea2c,1,Champagne,Salad,Vegetarian,Pudding,702.51,416 Monica Shores Suite 921,Lewisstad,06/26,3532514926437667,American Express,008,8420bed5-d790-474c-87d8-7370977226ae,matthewsgregory@example.org,Chad Collins,909-919-9437 ext: 221,New Jersey,41078
5527,1,9,840.6,d983357d-cd89-42c5-9990-de29c4380ca6,9,Port,Soup,Steak,Sorbet,840.6,03979 Gregory Street,Joannafort,04/30,30469055970074,Discover,141,a98b15b4-4a57-426b-841c-5360c0b4767b,angela91@example.org,Robert Martinez,816-879-6729 ext: 327,New Hampshire,74263
5529,1,3,870.35,33f4f0fd-3983-4cd1-af16-92e4ee0f2712,3,Aperol Spritz,Cheese Plate,Pizza,Ice Cream,870.35,79244 Turner Mill,Port Christopher,06/25,180040535356974,Discover,512,642bb81a-7f57-4b04-9650-4ea50cea2d31,scarr@example.com,Jacqueline Jensen,,Wisconsin,96802
5530,2,5,883.4100000000001,52b6a7b0-f033-4bcf-9a0a-41c2dfc3f543,1,Vermouth,Smoked Salmon,Pasta,Cookies,770.58,037 Davidson Parkway Suite 652,South Monicafurt,11/27,30055939939060,Discover,958,aac31e28-8019-4a0c-b1c5-4eed5d5186c7,wcardenas@example.com,Austin Powell,446-755-2630,Kansas,00564
5530,2,5,883.4100000000001,5d013a54-4e90-4d47-bfd1-dae20c1d844a,4,Bellini,Smoked Salmon,Lamb,Cheesecake,112.83,037 Davidson Parkway Suite 652,South Monicafurt,11/27,30055939939060,Discover,958,aac31e28-8019-4a0c-b1c5-4eed5d5186c7,wcardenas@example.com,Austin Powell,446-755-2630,Kansas,00564
5531,1,5,762.48,ab723e3f-75c7-4649-90f0-8579127603bf,5,Bellini,Soup,Pork,Creme Brulee,762.48,7441 Reed Alley Suite 518,Lake Jasmine,04/32,4140820800625592481,JCB 15 digit,0099,8dd32daf-52ee-48de-91db-c638a8ffdecd,tharris@example.net,Thomas Best,,Michigan,64307
5532,2,10,1424.5,ed145123-f80c-49f7-850c-ea1e34a81952,1,Sherry,Salad,Lamb,Cookies,559.07,5088 Courtney Parkway Suite 621,East Jadeside,09/24,4888420177978,VISA 16 digit,803,4972bd36-797e-4c7b-8c36-9f0ceaf4986e,johnbaker@example.net,Timothy Johnston,621-445-8774 ext: 7398,Indiana,61033
5532,2,10,1424.5,06912b51-7b4c-4084-b7e2-9bca1fb3dcea,9,Campari and Soda,Caviar,Chicken,Ice Cream,865.43,5088 Courtney Parkway Suite 621,East Jadeside,09/24,4888420177978,VISA 16 digit,803,4972bd36-797e-4c7b-8c36-9f0ceaf4986e,johnbaker@example.net,Timothy Johnston,621-445-8774 ext: 7398,Indiana,61033
5533,3,10,1693.1399999999999,0bf6aeec-1315-4ab4-8025-5a683ba93dc4,1,Vermouth,Charcuterie,Duck,Pudding,600.39,885 Kimberly Mount Suite 195,Smithmouth,12/33,4501087085711383,American Express,579,7fd2c858-5cf2-4cf4-aaf1-94834758c342,hannah26@example.net,Eugene Mann,238-910-4840,New Mexico,74041
5533,3,10,1693.1399999999999,a7ad8986-1db7-4a8c-8568-272cca256520,8,Americano,Foie Gras,Lamb,Creme Brulee,460.63,885 Kimberly Mount Suite 195,Smithmouth,12/33,4501087085711383,American Express,579,7fd2c858-5cf2-4cf4-aaf1-94834758c342,hannah26@example.net,Eugene Mann,238-910-4840,New Mexico,74041
5533,3,10,1693.1399999999999,fa6cd1fc-6e4a-45f9-aa51-377f3abc33c3,1,Aperol Spritz,Foie Gras,Vegetarian,Cheesecake,632.12,885 Kimberly Mount Suite 195,Smithmouth,12/33,4501087085711383,American Express,579,7fd2c858-5cf2-4cf4-aaf1-94834758c342,hannah26@example.net,Eugene Mann,238-910-4840,New Mexico,74041
5536,1,3,877.45,39efb656-12a5-4894-8dc3-df7afc92bb19,3,Kir Royale,Oysters,Duck,Pie,877.45,986 Goodman Union,South Charles,03/31,3531545998537001,JCB 16 digit,492,0acc99e1-ff2a-412f-9515-d28df37d2e06,melindacollier@example.com,Erica Briggs,,North Dakota,56672
5539,3,19,1641.55,376af76c-91e8-4462-853a-16132e110eb9,6,Port,Smoked Salmon,Steak,Chocolate Cake,730.65,137 Andrew Junction,Wardmouth,01/28,4897943406586968418,Discover,622,f7895f95-00b1-4d08-85a1-b01f1f028555,smithalyssa@example.com,Brian Barnett,275-627-6837 ext: 574,Kansas,54928
5539,3,19,1641.55,6480d61d-6a3c-4b52-a90d-49a7bb78084e,8,Bellini,Soup,Lobster,Sorbet,440.87,137 Andrew Junction,Wardmouth,01/28,4897943406586968418,Discover,622,f7895f95-00b1-4d08-85a1-b01f1f028555,smithalyssa@example.com,Brian Barnett,275-627-6837 ext: 574,Kansas,54928
5539,3,19,1641.55,2c8a405f-9c3f-4f2b-8b7c-32253a10b949,5,Kir Royale,Cheese Plate,Fish,Pie,470.03,137 Andrew Junction,Wardmouth,01/28,4897943406586968418,Discover,622,f7895f95-00b1-4d08-85a1-b01f1f028555,smithalyssa@example.com,Brian Barnett,275-627-6837 ext: 574,Kansas,54928
5543,1,5,776.84,ee3cc457-9cdc-49cc-9e65-47146712851d,5,Champagne,Pate,Steak,Pie,776.84,4535 Crystal Ferry Suite 535,Christopherberg,06/27,213108046983700,American Express,558,7d5dc272-dc48-48ad-ac87-814f810b153d,jstevens@example.com,Brandi Bernard,271-285-2949 ext: 39069,New Jersey,32221
5544,3,9,596.01,c58f57da-98d6-4631-9076-ea34299c8706,1,Kir,Foie Gras,Duck,Pudding,100.47,00130 Gillespie Rest,New Lori,04/24,180012184410105,Mastercard,537,5c540cb6-8521-4d88-a76f-ba04374e1029,michaelkelly@example.com,Philip Mcmahon,,Nebraska,66839
5544,3,9,596.01,b042b1f6-3942-4b71-a35b-0d903e51372a,5,Aperol Spritz,Pate,Lobster,Creme Brulee,248.88,00130 Gillespie Rest,New Lori,04/24,180012184410105,Mastercard,537,5c540cb6-8521-4d88-a76f-ba04374e1029,michaelkelly@example.com,Philip Mcmahon,,Nebraska,66839
5544,3,9,596.01,f69ef984-ec9f-479f-b631-aa1685fed377,3,Kir,Oysters,Pasta,Cheesecake,246.66,00130 Gillespie Rest,New Lori,04/24,180012184410105,Mastercard,537,5c540cb6-8521-4d88-a76f-ba04374e1029,michaelkelly@example.com,Philip Mcmahon,,Nebraska,66839
5545,3,10,1764.38,ea1f91ab-b1e1-4232-a118-465c0f2a96c4,5,Americano,Pate,Steak,Pudding,302.38,0274 Bates Heights,South Robyn,12/29,4965433798248561496,VISA 16 digit,495,8639537f-0f9b-45f8-b5b3-b057093bcc73,browncynthia@example.com,Kristie Mendoza,363-236-3178 ext: 19890,South Carolina,16791
5545,3,10,1764.38,48f522c1-767d-4059-8b17-74b201ff8013,2,Kir,Smoked Salmon,Vegetarian,Cobbler,878.63,0274 Bates Heights,South Robyn,12/29,4965433798248561496,VISA 16 digit,495,8639537f-0f9b-45f8-b5b3-b057093bcc73,browncynthia@example.com,Kristie Mendoza,363-236-3178 ext: 19890,South Carolina,16791
5545,3,10,1764.38,cb89e85d-1501-4b45-beda-0f604ebfa6b3,3,Kir Royale,Soup,Steak,Creme Brulee,583.37,0274 Bates Heights,South Robyn,12/29,4965433798248561496,VISA 16 digit,495,8639537f-0f9b-45f8-b5b3-b057093bcc73,browncynthia@example.com,Kristie Mendoza,363-236-3178 ext: 19890,South Carolina,16791
5546,1,3,261.42,5f24d6b6-1b36-430f-be78-baf04fe9c5b7,3,Kir,Salad,Duck,Cobbler,261.42,9361 Peterson Rest,South Marvin,01/33,3583041460531117,JCB 16 digit,454,573195a1-8628-4072-b1e7-367eaa560b18,michelle34@example.net,Jenna Ross,260-425-1151 ext: 943,Wyoming,17211
5547,1,8,135.06,8dbd93d8-5d42-4d01-b105-53297b3fe604,8,Champagne,Cheese Plate,Burger,Pie,135.06,839 Brian Point Apt. 719,New Steven,,,,,185b44d7-0e80-4256-81de-39ef3e2fc898,dmoody@example.org,Becky Keller,593-570-7875 ext: 86009,Utah,94366
5549,1,10,969.35,72a2e5dd-436f-46e1-8c8d-849501453f7c,10,Americano,Salad,Pasta,Pie,969.35,3620 Erica Union,Sierraport,,,,,60992821-643d-4063-9526-513ba1be2fb9,edwardpowell@example.net,Gina Lawson,,South Carolina,39811
5551,3,16,1309.65,2c82f498-788e-41e5-bdf6-433d6ab29c0b,8,Aperol Spritz,Smoked Salmon,Duck,Pudding,285.58,1135 Zoe Lodge Suite 974,Guzmanland,10/25,30567592885166,VISA 13 digit,257,02fc6968-3741-4a8d-9a91-0a1b84160e7c,phillippotter@example.org,Kenneth Hughes,,Alabama,22717
5551,3,16,1309.65,2dd2e508-585f-434c-a972-68996a415d95,4,Kir Royale,Pate,Vegetarian,Pie,839.69,1135 Zoe Lodge Suite 974,Guzmanland,10/25,30567592885166,VISA 13 digit,257,02fc6968-3741-4a8d-9a91-0a1b84160e7c,phillippotter@example.org,Kenneth Hughes,,Alabama,22717
5551,3,16,1309.65,45fc2ec7-489f-445b-add0-be9cb2ea7825,4,Americano,Caviar,Burger,Cookies,184.38,1135 Zoe Lodge Suite 974,Guzmanland,10/25,30567592885166,VISA 13 digit,257,02fc6968-3741-4a8d-9a91-0a1b84160e7c,phillippotter@example.org,Kenneth Hughes,,Alabama,22717
5552,1,6,667.43,096faeb0-5b49-4606-ac74-d5382f977e6d,6,Kir,Foie Gras,Chicken,Chocolate Cake,667.43,7914 Estrada Falls,Jamieland,12/26,3502536739035442,JCB 16 digit,468,ee51d3fe-4092-4fb1-a4a2-f22020cfa488,karenfarmer@example.net,Robert Fields,922-479-9039 ext: 14677,Maine,54589
5555,1,6,249.34,88e0cc9f-eb1f-4638-82fd-eb48b326eff1,6,Bellini,Salad,Duck,Creme Brulee,249.34,36064 Angela Expressway Apt. 148,Danielberg,02/26,6593816748109633,VISA 16 digit,689,c0344ca7-8b06-49b4-85b6-dc56d42689ab,ostanley@example.net,Beverly Martinez,,Alabama,76073
5556,2,10,1064.2,07d8bca4-5733-4d09-b7a0-6988a1c6e924,3,Champagne,Foie Gras,Fish,Tiramisu,912.2,059 King Course Apt. 799,Lake Jean,01/27,4898578870887584028,Mastercard,600,a4ada4fa-3cb3-4d2e-8df3-c9ca6abfe59d,cynthia94@example.net,Eileen Rogers,295-966-0820 ext: 222,Alaska,14813
5556,2,10,1064.2,37d17c76-c994-4d26-94f2-c57c2d9a188b,7,Kir,Smoked Salmon,Pork,Creme Brulee,152.0,059 King Course Apt. 799,Lake Jean,01/27,4898578870887584028,Mastercard,600,a4ada4fa-3cb3-4d2e-8df3-c9ca6abfe59d,cynthia94@example.net,Eileen Rogers,295-966-0820 ext: 222,Alaska,14813
5557,1,7,667.01,5fce0208-4163-4e35-9b19-fcbb0053ba4b,7,Vermouth,Smoked Salmon,Lamb,Chocolate,667.01,888 Angela Harbor Suite 815,Foxton,06/29,4340007162505156,VISA 13 digit,989,0a38fa1a-be89-442a-b03a-5cd99aec00ce,,Justin Baker,497-291-4390 ext: 2279,Kansas,20443
5558,1,3,473.64,54811413-d79f-49d5-a7a1-ca93998f06c4,3,Campari and Soda,Pate,Lobster,Tiramisu,473.64,831 Tiffany Roads,Lake Brianna,08/29,676167282265,VISA 16 digit,441,0e1abfff-71ed-48f1-aada-d282c8b8da0b,fisheranna@example.com,Dominic Frost,203-936-6320,Oregon,04954
5561,1,4,852.11,7f68b654-0144-47df-b777-1fdba46b56b8,4,Sherry,Salad,Steak,Pie,852.11,07294 Suarez Port Apt. 070,North Geraldtown,07/25,4458455752600242,VISA 19 digit,549,0233eb4c-3877-4986-80c7-7c236deb8b4c,aaronmoody@example.org,Renee Love,559-802-7523,Hawaii,34201
5562,2,11,874.75,b648f559-c20f-4cff-8d37-2650342e8d88,8,Sherry,Crudites,Pizza,Ice Cream,674.01,6068 James Fork,Kirstenmouth,08/26,3513012482462925,Mastercard,933,1bda6a68-eb17-42a3-bb01-be3d8c0fc50a,andrewhuber@example.net,Angela Bird,,Indiana,84853
5562,2,11,874.75,c197122f-51e2-46d5-8b3e-132ff124be47,3,Port,Charcuterie,Pizza,Creme Brulee,200.74,6068 James Fork,Kirstenmouth,08/26,3513012482462925,Mastercard,933,1bda6a68-eb17-42a3-bb01-be3d8c0fc50a,andrewhuber@example.net,Angela Bird,,Indiana,84853
5563,1,10,558.74,b12e8d00-3408-41c5-923a-e1fd48025481,10,Aperol Spritz,Escargot,Lamb,Sorbet,558.74,9920 Marquez Creek,Reesemouth,10/31,3554934376644302,JCB 16 digit,142,7852ed4f-51c1-4d9c-a9ce-c89f7fa2fd36,,Bryan Rogers,394-722-9436 ext: 436,Georgia,48740
5564,2,6,1523.96,eeef3730-fabe-434a-bf51-8fd6846a6121,2,Kir Royale,Escargot,Fish,Ice Cream,525.65,312 Reyes Shoal Suite 884,Port Matthewtown,,,,,bcf5cc29-b156-4323-b167-b00b650f5aae,angela13@example.net,Steven Simmons,898-552-7194,Montana,14576
